id"checkpoint_id"camper_id"checkin"checkin_date"created"updated
341"341"28436"t"2017-10-09 08:00:59.968213-05"2017-10-09 08:00:59.992568-05"2017-10-09 08:00:59.992606-05
342"341"26053"t"2017-10-09 08:01:02.208787-05"2017-10-09 08:01:02.246998-05"2017-10-09 08:01:02.247041-05
343"341"28508"t"2017-10-09 08:01:07.204826-05"2017-10-09 08:01:07.250822-05"2017-10-09 08:01:07.250869-05
344"341"28695"t"2017-10-09 08:01:07.937918-05"2017-10-09 08:01:07.96634-05"2017-10-09 08:01:07.966382-05
345"341"28480"t"2017-10-09 08:01:12.184153-05"2017-10-09 08:01:12.230166-05"2017-10-09 08:01:12.230207-05
346"341"28602"t"2017-10-09 08:01:15.102215-05"2017-10-09 08:01:15.136293-05"2017-10-09 08:01:15.136332-05
347"341"28682"t"2017-10-09 08:01:15.271887-05"2017-10-09 08:01:15.29618-05"2017-10-09 08:01:15.296219-05
348"341"28698"t"2017-10-09 08:01:18.188439-05"2017-10-09 08:01:18.222206-05"2017-10-09 08:01:18.222257-05
349"341"28599"t"2017-10-09 08:01:20.176577-05"2017-10-09 08:01:20.223051-05"2017-10-09 08:01:20.223092-05
350"341"28664"t"2017-10-09 08:01:23.453311-05"2017-10-09 08:01:23.488332-05"2017-10-09 08:01:23.488379-05
351"341"28683"t"2017-10-09 08:01:26.796831-05"2017-10-09 08:01:26.830456-05"2017-10-09 08:01:26.830495-05
352"341"28449"t"2017-10-09 08:01:29.959733-05"2017-10-09 08:01:30.005087-05"2017-10-09 08:01:30.005129-05
353"341"28620"t"2017-10-09 08:01:39.021623-05"2017-10-09 08:01:39.050254-05"2017-10-09 08:01:39.050304-05
354"341"23453"t"2017-10-09 08:01:39.665729-05"2017-10-09 08:01:39.719391-05"2017-10-09 08:01:39.719433-05
355"341"28413"t"2017-10-09 08:01:47.416068-05"2017-10-09 08:01:47.475578-05"2017-10-09 08:01:47.475619-05
356"341"28407"t"2017-10-09 08:01:53.139851-05"2017-10-09 08:01:53.175317-05"2017-10-09 08:01:53.175358-05
357"341"28688"t"2017-10-09 08:01:55.211112-05"2017-10-09 08:01:55.235786-05"2017-10-09 08:01:55.23583-05
358"341"28680"t"2017-10-09 08:02:01.876604-05"2017-10-09 08:02:01.91769-05"2017-10-09 08:02:01.917729-05
359"341"28681"t"2017-10-09 08:02:06.602462-05"2017-10-09 08:02:06.648684-05"2017-10-09 08:02:06.648725-05
360"341"28429"t"2017-10-09 08:02:08.513158-05"2017-10-09 08:02:08.567532-05"2017-10-09 08:02:08.567574-05
361"341"28661"t"2017-10-09 08:02:15.913718-05"2017-10-09 08:02:15.958417-05"2017-10-09 08:02:15.958455-05
362"341"28591"t"2017-10-09 08:02:16.295827-05"2017-10-09 08:02:16.368583-05"2017-10-09 08:02:16.368622-05
363"341"28378"t"2017-10-09 08:02:28.978805-05"2017-10-09 08:02:29.022573-05"2017-10-09 08:02:29.022613-05
364"341"28445"t"2017-10-09 08:02:45.178004-05"2017-10-09 08:02:45.229491-05"2017-10-09 08:02:45.229532-05
365"341"28570"t"2017-10-09 08:02:52.584263-05"2017-10-09 08:02:52.622022-05"2017-10-09 08:02:52.622063-05
366"341"28382"t"2017-10-09 08:03:01.709698-05"2017-10-09 08:03:01.738347-05"2017-10-09 08:03:01.738386-05
367"341"26090"t"2017-10-09 08:03:14.466186-05"2017-10-09 08:03:14.494754-05"2017-10-09 08:03:14.494793-05
368"341"28402"t"2017-10-09 08:03:18.806829-05"2017-10-09 08:03:18.837556-05"2017-10-09 08:03:18.837596-05
369"341"28446"t"2017-10-09 08:03:23.247047-05"2017-10-09 08:03:23.294403-05"2017-10-09 08:03:23.294443-05
370"341"28392"t"2017-10-09 08:03:29.688816-05"2017-10-09 08:03:29.73982-05"2017-10-09 08:03:29.739861-05
371"341"26142"t"2017-10-09 08:03:35.255977-05"2017-10-09 08:03:35.28545-05"2017-10-09 08:03:35.28549-05
372"341"28679"t"2017-10-09 08:03:38.700017-05"2017-10-09 08:03:38.745964-05"2017-10-09 08:03:38.746011-05
373"341"28598"t"2017-10-09 08:03:46.368922-05"2017-10-09 08:03:46.4054-05"2017-10-09 08:03:46.40544-05
374"341"28396"t"2017-10-09 08:04:05.773414-05"2017-10-09 08:04:05.816141-05"2017-10-09 08:04:05.816184-05
375"341"28428"t"2017-10-09 08:04:15.045249-05"2017-10-09 08:04:15.072577-05"2017-10-09 08:04:15.072623-05
376"341"28356"t"2017-10-09 08:05:23.676759-05"2017-10-09 08:05:23.712475-05"2017-10-09 08:05:23.712514-05
377"341"28426"t"2017-10-09 08:05:28.736542-05"2017-10-09 08:05:28.768772-05"2017-10-09 08:05:28.768813-05
378"341"28667"t"2017-10-09 08:05:55.830302-05"2017-10-09 08:05:55.874654-05"2017-10-09 08:05:55.874694-05
379"341"28641"t"2017-10-09 08:06:03.457171-05"2017-10-09 08:06:03.487847-05"2017-10-09 08:06:03.487886-05
380"341"28619"t"2017-10-09 08:06:04.739936-05"2017-10-09 08:06:04.78039-05"2017-10-09 08:06:04.780433-05
381"341"28381"t"2017-10-09 08:06:12.133289-05"2017-10-09 08:06:12.16264-05"2017-10-09 08:06:12.162689-05
382"341"28696"t"2017-10-09 08:06:20.508399-05"2017-10-09 08:06:20.538395-05"2017-10-09 08:06:20.538435-05
383"341"28536"t"2017-10-09 08:06:21.347451-05"2017-10-09 08:06:21.376771-05"2017-10-09 08:06:21.376812-05
384"341"28615"t"2017-10-09 08:06:28.772464-05"2017-10-09 08:06:28.816804-05"2017-10-09 08:06:28.81688-05
385"341"28610"t"2017-10-09 08:06:33.039477-05"2017-10-09 08:06:33.073162-05"2017-10-09 08:06:33.073214-05
386"341"28618"t"2017-10-09 08:06:38.087353-05"2017-10-09 08:06:38.116036-05"2017-10-09 08:06:38.116088-05
387"341"28361"t"2017-10-09 08:06:41.08651-05"2017-10-09 08:06:41.114329-05"2017-10-09 08:06:41.114367-05
388"341"28483"t"2017-10-09 08:06:42.424817-05"2017-10-09 08:06:42.468086-05"2017-10-09 08:06:42.468126-05
389"341"28365"t"2017-10-09 08:06:45.341531-05"2017-10-09 08:06:45.393764-05"2017-10-09 08:06:45.393809-05
390"341"28501"t"2017-10-09 08:06:48.677829-05"2017-10-09 08:06:48.704897-05"2017-10-09 08:06:48.704943-05
391"341"28607"t"2017-10-09 08:06:51.76176-05"2017-10-09 08:06:51.792395-05"2017-10-09 08:06:51.792435-05
392"341"28503"t"2017-10-09 08:06:54.811209-05"2017-10-09 08:06:54.842064-05"2017-10-09 08:06:54.842105-05
393"341"28359"t"2017-10-09 08:06:55.661565-05"2017-10-09 08:06:55.686673-05"2017-10-09 08:06:55.686712-05
394"341"28563"t"2017-10-09 08:07:00.879054-05"2017-10-09 08:07:00.939843-05"2017-10-09 08:07:00.93989-05
395"341"28417"t"2017-10-09 08:07:01.571881-05"2017-10-09 08:07:01.605224-05"2017-10-09 08:07:01.605253-05
396"341"28577"t"2017-10-09 08:07:08.70947-05"2017-10-09 08:07:08.759902-05"2017-10-09 08:07:08.759942-05
397"341"28589"t"2017-10-09 08:07:11.567346-05"2017-10-09 08:07:11.600229-05"2017-10-09 08:07:11.600273-05
398"341"26105"t"2017-10-09 08:07:13.049666-05"2017-10-09 08:07:13.078291-05"2017-10-09 08:07:13.078331-05
399"341"28505"t"2017-10-09 08:07:18.593853-05"2017-10-09 08:07:18.642731-05"2017-10-09 08:07:18.642772-05
400"341"28511"t"2017-10-09 08:07:23.960041-05"2017-10-09 08:07:24.002309-05"2017-10-09 08:07:24.002358-05
401"341"28431"t"2017-10-09 08:07:30.634488-05"2017-10-09 08:07:30.662316-05"2017-10-09 08:07:30.662366-05
402"341"28393"t"2017-10-09 08:07:40.739669-05"2017-10-09 08:07:40.784755-05"2017-10-09 08:07:40.784795-05
403"341"28510"t"2017-10-09 08:07:44.305489-05"2017-10-09 08:07:44.351395-05"2017-10-09 08:07:44.351436-05
404"341"28430"t"2017-10-09 08:07:50.996703-05"2017-10-09 08:07:51.022996-05"2017-10-09 08:07:51.023035-05
405"341"28358"t"2017-10-09 08:07:51.358214-05"2017-10-09 08:07:51.396151-05"2017-10-09 08:07:51.396192-05
406"341"28442"t"2017-10-09 08:07:56.341158-05"2017-10-09 08:07:56.409443-05"2017-10-09 08:07:56.409484-05
407"341"28377"t"2017-10-09 08:08:00.693257-05"2017-10-09 08:08:00.744158-05"2017-10-09 08:08:00.744198-05
408"341"26083"t"2017-10-09 08:08:03.184136-05"2017-10-09 08:08:03.2319-05"2017-10-09 08:08:03.231942-05
409"341"28687"t"2017-10-09 08:08:09.179388-05"2017-10-09 08:08:09.233234-05"2017-10-09 08:08:09.233274-05
410"341"28435"t"2017-10-09 08:08:12.399118-05"2017-10-09 08:08:12.449131-05"2017-10-09 08:08:12.449172-05
411"341"28371"t"2017-10-09 08:08:14.599348-05"2017-10-09 08:08:14.625535-05"2017-10-09 08:08:14.625576-05
412"341"28692"t"2017-10-09 08:08:17.236215-05"2017-10-09 08:08:17.276466-05"2017-10-09 08:08:17.276505-05
413"341"28357"t"2017-10-09 08:08:20.799933-05"2017-10-09 08:08:20.889849-05"2017-10-09 08:08:20.889894-05
414"341"28444"t"2017-10-09 08:08:20.87159-05"2017-10-09 08:08:20.920497-05"2017-10-09 08:08:20.920537-05
415"341"28370"t"2017-10-09 08:08:25.199871-05"2017-10-09 08:08:25.232558-05"2017-10-09 08:08:25.232599-05
416"341"28366"t"2017-10-09 08:08:30.938836-05"2017-10-09 08:08:30.96718-05"2017-10-09 08:08:30.967213-05
417"341"28400"t"2017-10-09 08:08:33.958652-05"2017-10-09 08:08:33.990522-05"2017-10-09 08:08:33.990562-05
418"341"28423"t"2017-10-09 08:08:35.193238-05"2017-10-09 08:08:35.217271-05"2017-10-09 08:08:35.217311-05
419"341"28384"t"2017-10-09 08:08:40.139861-05"2017-10-09 08:08:40.174115-05"2017-10-09 08:08:40.174156-05
420"341"28385"t"2017-10-09 08:08:43.788282-05"2017-10-09 08:08:43.839627-05"2017-10-09 08:08:43.839668-05
421"341"28448"t"2017-10-09 08:08:44.152635-05"2017-10-09 08:08:44.205353-05"2017-10-09 08:08:44.205395-05
422"341"28587"t"2017-10-09 08:08:49.684742-05"2017-10-09 08:08:49.735899-05"2017-10-09 08:08:49.735941-05
423"341"28593"t"2017-10-09 08:08:54.666976-05"2017-10-09 08:08:54.718166-05"2017-10-09 08:08:54.718208-05
424"341"28421"t"2017-10-09 08:08:54.843392-05"2017-10-09 08:08:54.889621-05"2017-10-09 08:08:54.889659-05
425"341"28360"t"2017-10-09 08:08:59.435793-05"2017-10-09 08:08:59.482206-05"2017-10-09 08:08:59.482246-05
426"341"28640"t"2017-10-09 08:09:03.457907-05"2017-10-09 08:09:03.499347-05"2017-10-09 08:09:03.499388-05
427"341"28635"t"2017-10-09 08:09:04.033995-05"2017-10-09 08:09:04.060061-05"2017-10-09 08:09:04.060099-05
428"341"28513"t"2017-10-09 08:09:06.18655-05"2017-10-09 08:09:06.238524-05"2017-10-09 08:09:06.238566-05
429"341"28606"t"2017-10-09 08:09:10.07661-05"2017-10-09 08:09:10.117861-05"2017-10-09 08:09:10.117918-05
430"341"28502"t"2017-10-09 08:09:12.177557-05"2017-10-09 08:09:12.229472-05"2017-10-09 08:09:12.229586-05
431"341"28355"t"2017-10-09 08:09:15.803222-05"2017-10-09 08:09:15.848867-05"2017-10-09 08:09:15.848912-05
432"341"28319"t"2017-10-09 08:09:15.835359-05"2017-10-09 08:09:15.8938-05"2017-10-09 08:09:15.893842-05
433"341"28373"t"2017-10-09 08:09:19.93101-05"2017-10-09 08:09:19.966929-05"2017-10-09 08:09:19.966987-05
434"341"24388"t"2017-10-09 08:09:22.017898-05"2017-10-09 08:09:22.054371-05"2017-10-09 08:09:22.054409-05
435"341"28522"t"2017-10-09 08:09:25.15416-05"2017-10-09 08:09:25.187562-05"2017-10-09 08:09:25.187608-05
436"341"28450"t"2017-10-09 08:09:27.907316-05"2017-10-09 08:09:27.936185-05"2017-10-09 08:09:27.936224-05
437"341"28628"t"2017-10-09 08:09:30.275495-05"2017-10-09 08:09:30.324236-05"2017-10-09 08:09:30.324277-05
438"341"28643"t"2017-10-09 08:09:32.002051-05"2017-10-09 08:09:32.043078-05"2017-10-09 08:09:32.043119-05
439"341"28590"t"2017-10-09 08:09:35.147836-05"2017-10-09 08:09:35.189418-05"2017-10-09 08:09:35.189459-05
440"341"28452"t"2017-10-09 08:09:35.617844-05"2017-10-09 08:09:35.651857-05"2017-10-09 08:09:35.651897-05
441"341"28613"t"2017-10-09 08:09:38.189365-05"2017-10-09 08:09:38.217715-05"2017-10-09 08:09:38.217755-05
442"341"28567"t"2017-10-09 08:09:40.765693-05"2017-10-09 08:09:40.806024-05"2017-10-09 08:09:40.806064-05
443"341"28595"t"2017-10-09 08:09:42.804593-05"2017-10-09 08:09:42.85427-05"2017-10-09 08:09:42.854311-05
444"341"28451"t"2017-10-09 08:09:47.298326-05"2017-10-09 08:09:47.335493-05"2017-10-09 08:09:47.335533-05
446"341"28433"t"2017-10-09 08:09:56.193372-05"2017-10-09 08:09:56.223566-05"2017-10-09 08:09:56.223605-05
447"341"28614"t"2017-10-09 08:09:57.278433-05"2017-10-09 08:09:57.304465-05"2017-10-09 08:09:57.304502-05
448"341"28624"t"2017-10-09 08:10:38.540168-05"2017-10-09 08:10:38.587204-05"2017-10-09 08:10:38.587294-05
449"341"28612"t"2017-10-09 08:10:38.919864-05"2017-10-09 08:10:38.970192-05"2017-10-09 08:10:38.970232-05
450"341"28362"t"2017-10-09 08:10:42.525571-05"2017-10-09 08:10:42.55459-05"2017-10-09 08:10:42.55464-05
451"341"28408"t"2017-10-09 08:10:47.57026-05"2017-10-09 08:10:47.6441-05"2017-10-09 08:10:47.644146-05
452"341"28566"t"2017-10-09 08:10:50.271414-05"2017-10-09 08:10:50.312673-05"2017-10-09 08:10:50.312714-05
302"341"28576"t"2017-10-09 08:10:52.36569-05"2017-10-09 07:54:10.216353-05"2017-10-09 08:10:52.391761-05
453"341"28582"t"2017-10-09 08:10:52.410024-05"2017-10-09 08:10:52.452785-05"2017-10-09 08:10:52.452823-05
454"341"28364"t"2017-10-09 08:10:55.225831-05"2017-10-09 08:10:55.263956-05"2017-10-09 08:10:55.263996-05
455"341"28368"t"2017-10-09 08:11:00.528889-05"2017-10-09 08:11:00.576108-05"2017-10-09 08:11:00.576147-05
445"341"28605"t"2017-10-09 08:11:03.874725-05"2017-10-09 08:09:49.235658-05"2017-10-09 08:11:03.904994-05
456"341"28401"t"2017-10-09 08:11:04.834481-05"2017-10-09 08:11:04.866751-05"2017-10-09 08:11:04.866791-05
457"341"28418"t"2017-10-09 08:11:12.012021-05"2017-10-09 08:11:12.065618-05"2017-10-09 08:11:12.06567-05
458"341"28344"t"2017-10-09 08:11:15.772654-05"2017-10-09 08:11:15.808514-05"2017-10-09 08:11:15.808552-05
459"341"28432"t"2017-10-09 08:11:19.986985-05"2017-10-09 08:11:20.016358-05"2017-10-09 08:11:20.016399-05
460"341"28372"t"2017-10-09 08:11:20.847862-05"2017-10-09 08:11:20.881116-05"2017-10-09 08:11:20.881156-05
461"341"28363"t"2017-10-09 08:11:25.513261-05"2017-10-09 08:11:25.553321-05"2017-10-09 08:11:25.553387-05
462"341"28583"t"2017-10-09 08:11:25.828276-05"2017-10-09 08:11:25.857929-05"2017-10-09 08:11:25.857967-05
463"341"28374"t"2017-10-09 08:11:29.13942-05"2017-10-09 08:11:29.180489-05"2017-10-09 08:11:29.180542-05
464"341"28375"t"2017-10-09 08:11:33.154656-05"2017-10-09 08:11:33.182597-05"2017-10-09 08:11:33.182637-05
465"341"28419"t"2017-10-09 08:11:37.255621-05"2017-10-09 08:11:37.289438-05"2017-10-09 08:11:37.289479-05
466"341"28638"t"2017-10-09 08:11:38.940441-05"2017-10-09 08:11:38.981198-05"2017-10-09 08:11:38.981237-05
467"341"28414"t"2017-10-09 08:11:43.798944-05"2017-10-09 08:11:43.841064-05"2017-10-09 08:11:43.841104-05
468"341"28586"t"2017-10-09 08:11:46.57078-05"2017-10-09 08:11:46.669896-05"2017-10-09 08:11:46.669924-05
469"341"28603"t"2017-10-09 08:11:50.484603-05"2017-10-09 08:11:50.51688-05"2017-10-09 08:11:50.516916-05
470"341"28701"t"2017-10-09 08:11:50.706147-05"2017-10-09 08:11:50.736357-05"2017-10-09 08:11:50.736385-05
471"341"28509"t"2017-10-09 08:11:54.168336-05"2017-10-09 08:11:54.213565-05"2017-10-09 08:11:54.213603-05
472"341"28637"t"2017-10-09 08:11:57.402194-05"2017-10-09 08:11:57.446681-05"2017-10-09 08:11:57.446721-05
473"341"28411"t"2017-10-09 08:12:00.260434-05"2017-10-09 08:12:00.302497-05"2017-10-09 08:12:00.302539-05
474"341"28699"t"2017-10-09 08:12:03.070366-05"2017-10-09 08:12:03.113415-05"2017-10-09 08:12:03.113457-05
475"341"28596"t"2017-10-09 08:12:05.900185-05"2017-10-09 08:12:05.915376-05"2017-10-09 08:12:05.915404-05
476"341"28626"t"2017-10-09 08:12:07.205166-05"2017-10-09 08:12:07.231115-05"2017-10-09 08:12:07.231163-05
477"341"28689"t"2017-10-09 08:12:15.921266-05"2017-10-09 08:12:15.967113-05"2017-10-09 08:12:15.967159-05
478"341"28390"t"2017-10-09 08:12:18.581733-05"2017-10-09 08:12:18.611208-05"2017-10-09 08:12:18.611236-05
479"341"28422"t"2017-10-09 08:12:26.167408-05"2017-10-09 08:12:26.18447-05"2017-10-09 08:12:26.184496-05
480"341"28653"t"2017-10-09 08:12:27.033899-05"2017-10-09 08:12:27.067987-05"2017-10-09 08:12:27.068027-05
481"341"26051"t"2017-10-09 08:12:33.101838-05"2017-10-09 08:12:33.147209-05"2017-10-09 08:12:33.147304-05
482"341"28447"t"2017-10-09 08:12:34.624778-05"2017-10-09 08:12:34.660021-05"2017-10-09 08:12:34.660076-05
483"341"26166"t"2017-10-09 08:12:37.86813-05"2017-10-09 08:12:37.893412-05"2017-10-09 08:12:37.893451-05
484"341"28416"t"2017-10-09 08:12:41.105049-05"2017-10-09 08:12:41.147026-05"2017-10-09 08:12:41.147067-05
485"341"28379"t"2017-10-09 09:25:10.67043-05"2017-10-09 09:25:10.69026-05"2017-10-09 09:25:10.690288-05
486"342"28576"t"2017-10-09 13:31:26.202497-05"2017-10-09 13:31:26.228463-05"2017-10-09 13:31:26.228501-05
487"342"28624"t"2017-10-09 13:32:00.334432-05"2017-10-09 13:32:00.37245-05"2017-10-09 13:32:00.372489-05
488"342"28582"t"2017-10-09 13:32:11.071822-05"2017-10-09 13:32:11.117985-05"2017-10-09 13:32:11.118025-05
490"342"28566"t"2017-10-09 13:32:22.647493-05"2017-10-09 13:32:22.688468-05"2017-10-09 13:32:22.688509-05
489"342"28586"t"2017-10-09 13:32:25.648267-05"2017-10-09 13:32:16.47227-05"2017-10-09 13:32:25.709312-05
492"342"28411"t"2017-10-09 13:32:49.328599-05"2017-10-09 13:32:49.387003-05"2017-10-09 13:32:49.38705-05
491"342"28364"t"2017-10-09 13:32:59.262883-05"2017-10-09 13:32:47.645346-05"2017-10-09 13:32:59.313279-05
493"342"28509"t"2017-10-09 13:33:03.725011-05"2017-10-09 13:33:03.765072-05"2017-10-09 13:33:03.765112-05
494"342"28368"t"2017-10-09 13:33:06.359189-05"2017-10-09 13:33:06.405155-05"2017-10-09 13:33:06.405197-05
495"342"28637"t"2017-10-09 13:33:08.597239-05"2017-10-09 13:33:08.647309-05"2017-10-09 13:33:08.64736-05
496"342"28401"t"2017-10-09 13:33:12.905948-05"2017-10-09 13:33:12.944963-05"2017-10-09 13:33:12.945006-05
497"342"28379"t"2017-10-09 13:33:16.926004-05"2017-10-09 13:33:16.957208-05"2017-10-09 13:33:16.95725-05
498"342"28701"t"2017-10-09 13:33:19.617996-05"2017-10-09 13:33:19.655427-05"2017-10-09 13:33:19.655467-05
499"342"28372"t"2017-10-09 13:33:22.063947-05"2017-10-09 13:33:22.091639-05"2017-10-09 13:33:22.091668-05
500"342"28699"t"2017-10-09 13:33:23.858585-05"2017-10-09 13:33:23.902177-05"2017-10-09 13:33:23.902216-05
501"342"28432"t"2017-10-09 13:33:27.085922-05"2017-10-09 13:33:27.114742-05"2017-10-09 13:33:27.114782-05
502"342"28626"t"2017-10-09 13:33:29.434443-05"2017-10-09 13:33:29.47219-05"2017-10-09 13:33:29.472218-05
503"342"28363"t"2017-10-09 13:33:29.558659-05"2017-10-09 13:33:29.600257-05"2017-10-09 13:33:29.6003-05
504"342"28615"t"2017-10-09 13:33:34.481593-05"2017-10-09 13:33:34.531305-05"2017-10-09 13:33:34.531348-05
505"342"28390"t"2017-10-09 13:33:37.842746-05"2017-10-09 13:33:37.886383-05"2017-10-09 13:33:37.886429-05
506"342"28612"t"2017-10-09 13:33:38.300269-05"2017-10-09 13:33:38.350163-05"2017-10-09 13:33:38.350202-05
507"342"28689"t"2017-10-09 13:33:41.7279-05"2017-10-09 13:33:41.77194-05"2017-10-09 13:33:41.771979-05
508"342"28416"t"2017-10-09 13:33:43.311558-05"2017-10-09 13:33:43.353441-05"2017-10-09 13:33:43.353482-05
509"342"28422"t"2017-10-09 13:33:44.391999-05"2017-10-09 13:33:44.421577-05"2017-10-09 13:33:44.421614-05
510"342"28447"t"2017-10-09 13:33:47.600599-05"2017-10-09 13:33:47.619133-05"2017-10-09 13:33:47.619172-05
511"342"26166"t"2017-10-09 13:33:49.601425-05"2017-10-09 13:33:49.626728-05"2017-10-09 13:33:49.626755-05
512"342"28418"t"2017-10-09 13:33:50.134733-05"2017-10-09 13:33:50.176631-05"2017-10-09 13:33:50.176669-05
513"342"28344"t"2017-10-09 13:33:53.73612-05"2017-10-09 13:33:53.765525-05"2017-10-09 13:33:53.765563-05
514"342"26051"t"2017-10-09 13:33:54.041722-05"2017-10-09 13:33:54.072064-05"2017-10-09 13:33:54.072103-05
515"342"28374"t"2017-10-09 13:33:57.796503-05"2017-10-09 13:33:57.834312-05"2017-10-09 13:33:57.834349-05
516"342"28638"t"2017-10-09 13:33:58.217498-05"2017-10-09 13:33:58.257967-05"2017-10-09 13:33:58.258008-05
517"342"28596"t"2017-10-09 13:34:01.390266-05"2017-10-09 13:34:01.404268-05"2017-10-09 13:34:01.404294-05
518"342"28419"t"2017-10-09 13:34:02.116017-05"2017-10-09 13:34:02.145063-05"2017-10-09 13:34:02.145103-05
519"342"28375"t"2017-10-09 13:34:06.228701-05"2017-10-09 13:34:06.261896-05"2017-10-09 13:34:06.261945-05
520"342"28603"t"2017-10-09 13:34:10.825847-05"2017-10-09 13:34:10.881392-05"2017-10-09 13:34:10.88142-05
521"342"28653"t"2017-10-09 13:34:12.47435-05"2017-10-09 13:34:12.503671-05"2017-10-09 13:34:12.50372-05
522"342"28414"t"2017-10-09 13:34:15.281294-05"2017-10-09 13:34:15.321998-05"2017-10-09 13:34:15.322036-05
523"342"28583"t"2017-10-09 13:34:31.689663-05"2017-10-09 13:34:31.720904-05"2017-10-09 13:34:31.720957-05
524"342"28511"t"2017-10-09 13:35:00.568604-05"2017-10-09 13:35:00.588893-05"2017-10-09 13:35:00.588922-05
525"342"28628"t"2017-10-09 13:35:09.021115-05"2017-10-09 13:35:09.052379-05"2017-10-09 13:35:09.052423-05
526"342"28606"t"2017-10-09 13:35:10.496684-05"2017-10-09 13:35:10.541277-05"2017-10-09 13:35:10.541316-05
527"342"28502"t"2017-10-09 13:35:21.782945-05"2017-10-09 13:35:21.823559-05"2017-10-09 13:35:21.823611-05
528"342"28522"t"2017-10-09 13:35:24.375432-05"2017-10-09 13:35:24.394881-05"2017-10-09 13:35:24.394907-05
529"342"28513"t"2017-10-09 13:35:27.882771-05"2017-10-09 13:35:27.926557-05"2017-10-09 13:35:27.926596-05
530"342"28595"t"2017-10-09 13:35:30.026778-05"2017-10-09 13:35:30.076335-05"2017-10-09 13:35:30.076375-05
531"342"28450"t"2017-10-09 13:35:35.702826-05"2017-10-09 13:35:35.737591-05"2017-10-09 13:35:35.737666-05
532"342"26105"t"2017-10-09 13:35:37.54756-05"2017-10-09 13:35:37.580077-05"2017-10-09 13:35:37.580117-05
533"342"28383"t"2017-10-09 13:35:41.174023-05"2017-10-09 13:35:41.193534-05"2017-10-09 13:35:41.193575-05
534"342"28452"t"2017-10-09 13:35:44.875499-05"2017-10-09 13:35:44.913766-05"2017-10-09 13:35:44.913806-05
535"342"28643"t"2017-10-09 13:35:45.474099-05"2017-10-09 13:35:45.516391-05"2017-10-09 13:35:45.516432-05
536"342"28355"t"2017-10-09 13:35:49.505827-05"2017-10-09 13:35:49.537288-05"2017-10-09 13:35:49.53733-05
537"342"24388"t"2017-10-09 13:35:51.372165-05"2017-10-09 13:35:51.402134-05"2017-10-09 13:35:51.402174-05
538"342"28431"t"2017-10-09 13:35:53.761267-05"2017-10-09 13:35:53.797993-05"2017-10-09 13:35:53.79805-05
539"342"28421"t"2017-10-09 13:36:02.194033-05"2017-10-09 13:36:02.256056-05"2017-10-09 13:36:02.256094-05
540"342"28590"t"2017-10-09 13:36:08.190824-05"2017-10-09 13:36:08.232175-05"2017-10-09 13:36:08.232222-05
541"342"28448"t"2017-10-09 13:36:11.585646-05"2017-10-09 13:36:11.626132-05"2017-10-09 13:36:11.626178-05
542"342"28408"t"2017-10-09 13:36:17.678667-05"2017-10-09 13:36:17.725335-05"2017-10-09 13:36:17.725375-05
543"342"28510"t"2017-10-09 13:36:19.494252-05"2017-10-09 13:36:19.532244-05"2017-10-09 13:36:19.532284-05
544"342"28400"t"2017-10-09 13:36:22.336915-05"2017-10-09 13:36:22.367213-05"2017-10-09 13:36:22.367295-05
545"342"28373"t"2017-10-09 13:36:24.985296-05"2017-10-09 13:36:25.004538-05"2017-10-09 13:36:25.004576-05
546"342"28362"t"2017-10-09 13:36:26.914025-05"2017-10-09 13:36:26.942124-05"2017-10-09 13:36:26.942172-05
547"342"28319"t"2017-10-09 13:36:27.570376-05"2017-10-09 13:36:27.613087-05"2017-10-09 13:36:27.613127-05
548"342"28567"t"2017-10-09 13:36:32.538001-05"2017-10-09 13:36:32.575859-05"2017-10-09 13:36:32.575901-05
